# QuizArena researched expansion batch 03
# Fields: round<TAB>category<TAB>value<TAB>difficulty<TAB>clue<TAB>response
# Research anchors: UNESCO World Heritage Centre property records and nomination summaries (https://whc.unesco.org/en/list/); official site and conservation-agency histories.
# WORLD LANDMARKS  -  16 clues at each Round One value
r1	World Landmarks	200	22	This French sculptor created the colossal figure that France gave the United States for New York Harbor.	Who is Frédéric Auguste Bartholdi?
r1	World Landmarks	200	22	The statue above Rio de Janeiro stands atop this mountain in Tijuca National Park.	What is Corcovado?
r1	World Landmarks	200	22	San Francisco's famous suspension bridge is painted this vivid reddish hue, chosen to remain visible in fog.	What is International Orange?
r1	World Landmarks	200	22	Rome's great arena opened under the Flavian emperors and originally bore this formal name.	What is the Flavian Amphitheatre?
r1	World Landmarks	200	22	The white mausoleum at Agra rises beside this river, a major tributary of the Ganges.	What is the Yamuna River?
r1	World Landmarks	200	22	The clock tower beside Britain's Parliament received this official name for Elizabeth II's Diamond Jubilee.	What is Elizabeth Tower?
r1	World Landmarks	200	22	The shell-like roofs of Sydney's opera house were designed by this Danish architect.	Who is Jørn Utzon?
r1	World Landmarks	200	22	The giant heads on Rapa Nui were carved chiefly from this compressed volcanic ash.	What is tuff?
r1	World Landmarks	200	22	Most of the Great Sphinx at Giza was cut directly from this sedimentary rock.	What is limestone?
r1	World Landmarks	200	22	Gutzon Borglum directed the carving of four presidential faces in this South Dakota mountain.	What is Mount Rushmore?
r1	World Landmarks	200	22	The stepped pyramid dominating Chichén Itzá is commonly known by this Spanish name meaning “the castle.”	What is El Castillo?
r1	World Landmarks	200	22	The prehistoric stone circle in southern England occupies this broad chalk grassland.	What is Salisbury Plain?
r1	World Landmarks	200	22	This Inca ruler is widely credited with commissioning the royal estate now called Machu Picchu.	Who is Pachacuti?
r1	World Landmarks	200	22	The rock-cut façades of Petra owe their warm colour to this local building stone.	What is rose-red sandstone?
r1	World Landmarks	200	22	The ceremonial approach to the Great Sphinx runs from this pyramid complex's valley temple.	What is Khafre's complex?
r1	World Landmarks	200	22	Seattle's needle-like observation tower became the signature structure of this futurist-themed 1962 world's fair.	What is the Century 21 Exposition?
r1	World Landmarks	400	36	Paris erected its iron tower as the entrance arch for this 1889 world's fair.	What is the Exposition Universelle of 1889?
r1	World Landmarks	400	36	London's Tower Bridge opens by rotating two roadway leaves of this type.	What are bascules?
