# Hand-authored researched expansion batch 02.
# Fields: round<TAB>category<TAB>value<TAB>difficulty<TAB>clue<TAB>response
# Research anchors: official parliamentary and municipal civics resources; UNESCO and national-capital heritage records (https://whc.unesco.org/); NOAA weather education (https://www.noaa.gov/education/resource-collections/weather-atmosphere).
# Research anchors: Smithsonian invention collections (https://americanhistory.si.edu/collections/subjects/invention) and British Museum ancient-world collections (https://www.britishmuseum.org/collection).
r1	Modern Civics	200	22	Residents use this formal opportunity at a council meeting to speak on an issue before a decision.	What is public comment?
r1	Modern Civics	200	22	Election agencies mail this document showing where and when an elector can cast a vote.	What is a voter information card?
r1	Modern Civics	200	22	Election officials equip this neighborhood location with booths and ballots on voting day.	What is a polling place?
r1	Modern Civics	200	22	A legislator's local staff help residents navigate government services from this community-based workplace.	What is a constituency office?
r1	Modern Civics	200	22	This elected municipal body debates local services, budgets, and bylaws.	What is a city council?
r1	Modern Civics	200	22	Trustees elected to this local body oversee a public education system.	What is a school board?
r1	Modern Civics	200	22	This notice orders a citizen to report for possible service in a trial.	What is a jury summons?
r1	Modern Civics	200	22	A resident making a scheduled presentation directly to a council is often described by this term.	What is a deputation?
r1	Modern Civics	200	22	This local volunteer organization represents the shared concerns of people in a neighborhood.	What is a community association?
r1	Modern Civics	800	68	Election canvassers and population surveyors divide territory into this small fieldwork unit.	What is an enumeration district?
r1	Modern Civics	200	22	A voter marks choices in private behind this simple screen or enclosure.	What is a voting booth?
r1	Modern Civics	200	22	This folder hides a marked paper vote while an elector carries it from the booth to an official.	What is a secrecy sleeve?
r1	Modern Civics	200	22	A resident signs this document to show support for a request to public authorities.	What is a petition?
r1	Modern Civics	200	22	This published list tells citizens what their council or legislature plans to discuss at a meeting.	What is an agenda?
r1	Modern Civics	200	22	This nonpartisan municipal official keeps council records and certifies official documents.	Who is a municipal clerk?
r1	Modern Civics	200	22	This small election area assigns a group of voters to the same voting location.	What is a polling division?
r1	Modern Civics	400	36	Helping a resident resolve a passport, benefit, or agency problem is this kind of work by an elected representative's office.	What is constituent service?
r1	Modern Civics	400	36	In this election format, every voter in the municipality may choose a candidate for the same council seat.	What is an at-large election?
r1	Modern Civics	400	36	A city uses this kind of rule to control which land uses and building types are allowed in an area.	What is a zoning ordinance?
r1	Modern Civics	400	36	Voters periodically decide whether a sitting judge should remain in office through this type of contest.	What is a retention election?
r1	Modern Civics	400	36	Under this direct-democracy device, citizens gather signatures to require a public vote on a proposed measure.	What is a citizen-initiated referendum?
r1	Modern Civics	400	36	An elector authorizes another person to cast a vote on the elector's behalf through this arrangement.	What is proxy voting?
r1	Modern Civics	400	36	Canada commonly uses this term for casting a ballot at designated locations before election day.	What is advance polling?
r1	Modern Civics	400	36	Officials place a vote that cannot legally be counted in this category during the tally.	What is a rejected ballot?
r1	Modern Civics	400	36	Election administrators maintain this official list of eligible electors.	What is a voter roll?
r1	Modern Civics	400	36	This ringing signal summons legislators to the chamber when a recorded vote is about to be held.	What is a division bell?
r1	Modern Civics	400	36	British local councils use this phrase when no political group holds more than half the seats.	What is no overall control?
r1	Modern Civics	400	36	Many legislatures list unscripted spoken inquiries to ministers under this agenda heading.	What are oral questions?
r1	Modern Civics	400	36	Legislators in this smaller permanent group examine bills and a particular policy area in detail.	What is a standing committee?
r1	Modern Civics	400	36	This legislative committee scrutinizes government spending and reports from the auditor general.	What is a public accounts committee?
r1	Modern Civics	400	36	This internal party officer presides over meetings of its elected legislators.	Who is a caucus chair?
r1	Modern Civics	400	36	A member requests this procedural check to determine whether enough legislators are present.	What is a quorum call?
r1	Modern Civics	600	51	This verbatim official record preserves speeches and debates in many Westminster-style parliaments.	What is Hansard?
r1	Modern Civics	600	51	Members consult this companion parliamentary document for motions and questions that have been formally announced for future days.	What is the Notice Paper?
r1	Modern Civics	600	51	A British MP may introduce a short proposal after a speech of no more than ten minutes under this procedure.	What is a Ten Minute Rule bill?
r1	Modern Civics	600	51	Defeat on this kind of vote can force a parliamentary government to resign or seek an election.	What is a confidence motion?
r1	Modern Civics	600	51	Parliament authorizes government spending through this kind of legislation.	What is a supply bill?
r1	Modern Civics	600	51	This Latin phrase describes ending a legislative meeting without setting a date to reconvene.	What is adjournment sine die?
r1	Modern Civics	600	51	Britain restricts major government announcements and official publicity during this interval before an election.	What is the pre-election period?
r1	Modern Civics	600	51	This convention expects ministers to support cabinet decisions publicly or resign.	What is cabinet solidarity?
r1	Modern Civics	600	51	This rule links a cabinet's right to govern to continuing support in the elected chamber.	What is the confidence convention?
r1	Modern Civics	600	51	Opposition spokespeople assigned to scrutinize ministers collectively occupy this side of a chamber's leading benches.	What is the opposition frontbench?
r1	Modern Civics	600	51	This provision controversially lets ministers amend primary legislation using secondary powers.	What is a Henry VIII clause?
r1	Modern Civics	600	51	A provision that automatically ends a law after a stated date unless lawmakers renew it has this name.	What is a sunset clause?
