# Authored research expansion batch 10.
# Fields: round<TAB>category<TAB>value<TAB>difficulty<TAB>clue<TAB>response
# Research anchors: United Nations history resources and OHCHR legal materials (https://www.un.org/ and https://www.ohchr.org/); International IDEA electoral-system guidance (https://www.idea.int/).
# Research anchors: IMF and World Bank explainers (https://www.imf.org/ and https://www.worldbank.org/); Stanford Encyclopedia of Philosophy reference articles (https://plato.stanford.edu/).
r2	World History	400	41	The adoption of farming and permanent settlements transformed human life during this prehistoric transition.	What was the Neolithic Revolution?
r2	World History	400	41	Tools and weapons made from an alloy of copper and tin gave this period its name.	What was the Bronze Age?
r2	World History	400	41	European armies launched these medieval religious expeditions toward Jerusalem and other eastern Mediterranean lands.	What were the Crusades?
r2	World History	400	41	Oceanic voyages linking Europe, Africa, Asia, and the Americas characterize this early modern era.	What was the Age of Exploration?
r2	World History	400	41	Dozens of Asian and African territories gained independence from overseas empires through this twentieth-century process.	What was decolonization?
r2	World History	400	41	Greek language and culture spread from Egypt to Central Asia during this era following Alexander's conquests.	What was the Hellenistic Age?
r2	World History	400	41	A Macedonian dynasty ruled from Alexandria after Alexander's death in this ancient kingdom.	What was Ptolemaic Egypt?
r2	World History	400	41	City-states such as Tikal and Palenque, a hieroglyphic script, and sophisticated calendars marked this Mesoamerican culture.	What was the Maya civilization?
r2	World History	400	41	Norse raiders, traders, and settlers ranged from Newfoundland to Kyiv during this era beginning in the late eighth century.	What was the Viking Age?
r2	World History	400	41	Translation, mathematics, medicine, and astronomy flourished around Abbasid Baghdad during this scholarly era.	What was the Islamic Golden Age?
r2	World History	400	41	Otto I's coronation helped establish this loose central European realm, which Napoleon dissolved in 1806.	What was the Holy Roman Empire?
r2	World History	400	41	Military rulers based in Edo governed Japan from 1603 until imperial rule was restored in 1868 under this regime.	What was the Tokugawa shogunate?
r2	World History	400	41	Copernican astronomy, experimentation, and mathematical laws of nature drove this early modern transformation of knowledge.	What was the Scientific Revolution?
r2	World History	400	41	Campaigners such as Olaudah Equiano and Frederick Douglass advanced this movement to end slavery.	What was abolitionism?
r2	World History	400	41	Activists organized petitions, marches, and civil disobedience in this campaign to secure women's voting rights.	What was the women's suffrage movement?
r2	World History	400	41	High-yield crop varieties, irrigation, and fertilizer sharply increased harvests in many countries during this twentieth-century agricultural shift.	What was the Green Revolution?
r2	World History	800	55	Crowned emperor in Rome on Christmas Day in 800, this Frankish king ruled much of western and central Europe.	Who was Charlemagne?
r2	World History	800	55	This Ming admiral commanded immense treasure fleets across the Indian Ocean in the early fifteenth century.	Who was Zheng He?
r2	World History	800	55	A teenage visionary helped lift the siege of Orléans before being tried and burned by the English and their allies.	Who was Joan of Arc?
r2	World History	800	55	This Corsican general crowned himself emperor, redrew Europe's map, and gave France an influential civil code.	Who was Napoleon Bonaparte?
r2	World History	800	55	Known as “the Conqueror,” this Ottoman sultan captured Constantinople in 1453.	Who was Mehmed II?
r2	World History	800	55	Satrapies, standardized tribute, and the Royal Road helped this Achaemenid ruler administer a vast empire.	Who was Darius I?
r2	World History	800	55	War elephants accompanied this Carthaginian commander over the Alps during his invasion of Italy.	Who was Hannibal Barca?
r2	World History	800	55	The last active ruler of her Macedonian dynasty allied with Julius Caesar and Mark Antony.	Who was Cleopatra VII?
r2	World History	800	55	This Byzantine emperor ordered a major compilation of Roman law and rebuilt Hagia Sophia.	Who was Justinian I?
r2	World History	800	55	After unifying Egypt and Syria, this Kurdish leader recaptured Jerusalem from crusader forces in 1187.	Who was Saladin?
r2	World History	800	55	This grandson of Genghis founded China's Yuan dynasty and received Marco Polo at his court.	Who was Kublai Khan?
r2	World History	800	55	Ethiopian forces under this emperor defeated an invading Italian army at Adwa in 1896.	Who was Menelik II?
r2	World History	800	55	Scholars translated Greek, Persian, and Indian works at this celebrated Abbasid center in Baghdad.	What was the House of Wisdom?
r2	World History	800	55	Edo-period lords had to alternate residence between their domains and the shogun's capital under this system.	What was sankin-kotai?
r2	World History	800	55	Ottoman officials periodically levied Christian boys for conversion and state service through this system.	What was the devshirme?
r2	World History	800	55	Originally recruited through that levy, these elite infantry troops served the Ottoman sultan.	Who were the Janissaries?
r2	World History	1200	67	Constantine and Licinius proclaimed religious toleration for Christians in 313 through this decree.	What was the Edict of Milan?
r2	World History	1200	67	A sixth-century compilation known as the Corpus Juris Civilis preserved and organized centuries of Roman jurisprudence.	What was the Justinian Code?
r2	World History	1200	67	Abbasid and Tang forces met near a Central Asian river in this 751 clash often linked to papermaking's westward spread.	What was the Battle of Talas?
r2	World History	1200	67	Mutual excommunications in 1054 symbolize this enduring separation of the Latin and Greek churches.	What was the Great Schism?
r2	World History	1200	67	Popes and Holy Roman emperors disputed who could appoint bishops during this medieval struggle.	What was the Investiture Controversy?
r2	World History	1200	67	Charles IV's decree established seven prince-electors and rules for choosing a Holy Roman emperor.	What was the Golden Bull of 1356?
r2	World History	1200	67	The principle “whose realm, his religion” let German princes choose Lutheranism or Catholicism under this 1555 settlement.	What was the Peace of Augsburg?
r2	World History	1200	67	Poland and Lithuania formed a federated commonwealth through this agreement of 1569.	What was the Union of Lublin?
r2	World History	1200	67	An uprising that began near Palermo in 1282 expelled Angevin rulers from an island in this event named for evening prayers.	What were the Sicilian Vespers?
r2	World History	1200	67	Fighting from Europe to India and North America made this 1756–1763 conflict arguably the first global war.	What was the Seven Years' War?
r2	World History	1200	67	Russia, Prussia, and Austria erased a neighboring commonwealth from the map in three stages ending in 1795.	What were the Partitions of Poland?
r2	World History	1200	67	This 1122 agreement resolved a major phase of the papal-imperial dispute over appointing bishops.	What was the Concordat of Worms?
r2	World History	1200	67	The grandsons of Charlemagne divided his empire into three kingdoms under this 843 settlement.	What was the Treaty of Verdun?
r2	World History	1200	67	Spain and Portugal placed an anti-meridian in Asia to complement their earlier Atlantic division through this 1529 treaty.	What was the Treaty of Zaragoza?
r2	World History	1200	67	This 1559 peace ended decades of Habsburg-Valois wars and confirmed Spanish predominance in Italy.	What was the Peace of Cateau-Cambrésis?
r2	World History	1200	67	The Ottoman Empire ceded Hungary and Transylvania to Habsburg control under this 1699 settlement.	What was the Treaty of Karlowitz?
r2	World History	1600	81	Russia gained important Black Sea privileges after defeating the Ottoman Empire under this 1774 treaty.	What was the Treaty of Küçük Kaynarca?
r2	World History	1600	81	Ottoman reforms involving administration, taxation, conscription, and legal equality collectively formed this nineteenth-century era.	What was the Tanzimat?
r2	World History	1600	81	Issued after the Crimean War, this 1856 Ottoman decree promised equal treatment for subjects regardless of religion.	What was the Hatt-ı Hümayun?
r2	World History	1600	81	Followers of Muhammad Ahmad fought Ottoman-Egyptian and later British power in Sudan during this conflict.	What was the Mahdist War?
r2	World History	1600	81	German colonial forces pursued extermination policies against two peoples in Southwest Africa during this 1904–1908 atrocity.	What was the Herero and Nama genocide?
r2	World History	1600	81	A spiritual medicine called “maji” inspired resistance to German rule in East Africa during this uprising.	What was the Maji Maji Rebellion?
r2	World History	1600	81	Nongqawuse's prophecy prompted a disastrous destruction of her people's herds and crops in this 1850s movement.	What was the Xhosa cattle-killing movement?
r2	World History	1600	81	Chile defeated Peru and Bolivia in this 1879–1884 conflict over nitrate-rich Atacama territories.	What was the War of the Pacific?
r2	World History	1600	81	Paraguay fought Brazil, Argentina, and Uruguay in this devastating South American conflict.	What was the War of the Triple Alliance?
r2	World History	1600	81	Brazil's young republic destroyed Antônio Conselheiro's backlands community in this 1890s conflict.	What was the Canudos War?
r2	World History	1600	81	Liberals led by Benito Juárez defeated Mexican conservatives in this 1858–1861 civil conflict.	What was the Reform War?
r2	World History	1600	81	Emiliano Zapata's 1911 manifesto demanded land restitution under the slogan “Land and Liberty.”	What was the Plan of Ayala?
r2	World History	1600	81	Muslim guerrillas in Central Asia resisted Bolshevik and Soviet power under this movement's name.	What was the Basmachi movement?
r2	World History	1600	81	Muslim reformers in the Russian Empire promoted “new method” schools through this modernizing movement.	What was Jadidism?
r2	World History	1600	81	A Cossack revolt beginning in 1648 shattered Polish-Lithuanian control across much of Ukraine.	What was the Khmelnytsky Uprising?
r2	World History	1600	81	Followers of an Indigenous Korean religion led this 1894 revolt, whose suppression drew China and Japan into war.	What was the Tonghak Peasant Revolution?
r2	World History	2000	94	Henry IV granted French Protestants limited worship and civil protections through this 1598 decree, later revoked by Louis XIV.	What was the Edict of Nantes?
r2	World History	2000	94	Russia and Qing China first formally settled much of their frontier through this 1689 agreement.	What was the Treaty of Nerchinsk?
r2	World History	2000	94	Sweden ceded Baltic territories to Russia, ending the Great Northern War through this 1721 settlement.	What was the Treaty of Nystad?
r2	World History	2000	94	Charles VI sought European acceptance of female Habsburg succession through this dynastic decree.	What was the Pragmatic Sanction of 1713?
r2	World History	2000	94	Austria's alliance with France and Britain's alignment with Prussia reversed old rivalries in this 1756 realignment.	What was the Diplomatic Revolution?
r2	World History	2000	94	Britain and Prussia agreed to keep foreign troops out of Germany through this pact signed early in 1756.	What was the Treaty of Westminster of 1756?
r2	World History	2000	94	Napoleon tried to isolate Britain economically by closing European ports to its goods under this blockade policy.	What was the Continental System?
r2	World History	2000	94	A preliminary 1878 peace created a large Bulgarian state after a Russian victory over the Ottoman Empire.	What was the Treaty of San Stefano?
r2	World History	2000	94	This 1923 agreement replaced Sèvres and internationally recognized the borders of the new Turkish republic.	What was the Treaty of Lausanne?
r2	World History	2000	94	Germany and Soviet Russia renounced claims and restored diplomatic relations through this 1922 agreement.	What was the Treaty of Rapallo?
r2	World History	2000	94	Germany accepted its western frontiers while arbitration agreements addressed eastern disputes in this group of 1925 pacts.	What were the Locarno Treaties?
r2	World History	2000	94	More than sixty states eventually joined this 1928 pact renouncing war as an instrument of national policy.	What was the Kellogg-Briand Pact?
r2	World History	2000	94	A leaked Anglo-French proposal would have awarded most of Ethiopia to Mussolini during the Abyssinian Crisis.	What was the Hoare-Laval Pact?
r2	World History	2000	94	Churchill and Stalin informally divided influence in several Balkan countries on a slip of paper in this 1944 understanding.	What was the Percentages Agreement?
r2	World History	2000	94	Japan formally made peace with most Allied powers and regained sovereignty under this 1951 agreement.	What was the San Francisco Peace Treaty?
r2	World History	2000	94	Julius Nyerere committed Tanzania to ujamaa and national self-reliance in this 1967 policy statement.	What was the Arusha Declaration?
r2	Government & Elections	400	41	A voter marks a choice in private so no one can verify how the ballot was cast under this principle.	What is the secret ballot?
r2	Government & Elections	400	41	The right of nearly all adult citizens to vote, without property or sex qualifications, is known by this term.	What is universal suffrage?
r2	Government & Elections	400	41	A geographic area whose voters choose one or more representatives is called this.	What is an electoral district?
r2	Government & Elections	400	41	Candidates organized under a common label and policy program belong to this type of organization.	What is a political party?
r2	Government & Elections	400	41	The branch that debates and enacts statutes is collectively called this.	What is the legislature?
r2	Government & Elections	400	41	A monarch or president may occupy this symbolic or constitutional role even when another official directs policy.	What is the head of state?
r2	Government & Elections	400	41	A prime minister usually holds this role as the person directing the executive and its policy.	What is the head of government?
r2	Government & Elections	400	41	Parties preparing to govern together often record shared policies and cabinet arrangements in this negotiated document.	What is a coalition agreement?
r2	Government & Elections	400	41	A constitutional rule barring someone from holding an office beyond a set number of years or mandates is this.	What is a term limit?
r2	Government & Elections	400	41	Interviewing people immediately after they vote produces this survey used to estimate how groups cast their ballots.	What is an exit poll?
r2	Government & Elections	400	41	A party's published promises and governing priorities before an election form this document in many parliamentary countries.	What is an election manifesto?
r2	Government & Elections	400	41	Names, party labels, and choices appear on this physical or electronic voting form.	What is a ballot paper?
r2	Government & Elections	400	41	This neutral monitor watches voting and counting to assess whether an election follows law and democratic standards.	Who is an election observer?
r2	Government & Elections	400	41	This formal document directs an election official to hold a vote and begins the election period in Canada.	What is a writ of election?
r2	Government & Elections	400	41	Campaigning ends and eligible citizens formally cast their votes on this designated date.	What is polling day?
r2	Government & Elections	400	41	In election law, this term means the legal right to vote rather than a commercial chain business.	What is the franchise?
r2	Government & Elections	800	55	Parties present candidate slates in multimember districts and receive seats roughly according to vote share under this family of systems.	What is party-list proportional representation?
r2	Government & Elections	800	55	Voters choose a party but cannot alter its candidate order under this slate format.	What is a closed list?
r2	Government & Elections	800	55	Voters may express preferences among a party's candidates under this more flexible slate format.	What is an open list?
r2	Government & Elections	800	55	The number of representatives elected from one district is known by this two-word measure.	What is district magnitude?
r2	Government & Elections	800	55	A party must exceed this minimum vote share before qualifying for legislative seats in many proportional systems.	What is an electoral threshold?
r2	Government & Elections	800	55	Total valid votes divided by available seats gives this simple allocation quota named for an English lawyer.	What is the Hare quota?
r2	Government & Elections	800	55	In a multimember district, each voter may select as many candidates as there are seats under this majoritarian method.	What is the block vote?
r2	Government & Elections	800	55	Giving each voter fewer choices than the number of seats can allow minority representation under this method.	What is the limited vote?
r2	Government & Elections	800	55	Separate tiers elect representatives independently—one by plurality and another proportionally—without compensating between them in this mixed system.	What is parallel voting?
r2	Government & Elections	800	55	A second ballot between leading candidates is held if no one reaches the required first-ballot support under this system.	What is the two-round system?
r2	Government & Elections	800	55	Voters may support every acceptable candidate, and the option with the most approvals wins under this method.	What is approval voting?
r2	Government & Elections	800	55	Citizens must attend or submit a ballot, sometimes with permitted excuses, under this participation rule.	What is compulsory voting?
r2	Government & Elections	800	55	Insulation from ministers and parties is central to this body that administers registration, polling, and counting.	What is an independent electoral commission?
