# Hand-authored researched expansion batch 14.
# Fields: round	category	value	difficulty	clue	response
# Research anchors: NIH and NCBI medical terminology resources (https://www.nih.gov/ and https://www.ncbi.nlm.nih.gov/books/); NASA spacecraft and mission references (https://science.nasa.gov/).
# Research anchors: International IDEA comparative-democracy resources (https://www.idea.int/); APS physics references (https://www.aps.org/); Computer History Museum timelines (https://www.computerhistory.org/timeline/).
# Medical Terms: word roots, anatomy, clinical description, pathology, and examination language; no diagnostic advice.
r2	Medical Terms	400	41	A structure nearer the trunk or point of attachment is described by this directional adjective.	What is proximal?
r2	Medical Terms	400	41	A structure farther from the trunk or point of attachment is described by this complementary adjective.	What is distal?
r2	Medical Terms	400	41	Toward the body's midline is this anatomical direction, as the nose lies relative to the eyes.	What is medial?
r2	Medical Terms	400	41	Away from the body's midline is this direction, as the ears lie relative to the nose.	What is lateral?
r2	Medical Terms	400	41	The palm faces forward when the body is placed in this standardized reference posture.	What is anatomical position?
r2	Medical Terms	400	41	Lying face upward is described by this adjective, also used for a hand turned palm-up.	What is supine?
r2	Medical Terms	400	41	Lying face downward is described by this adjective, also used for a hand turned palm-down.	What is prone?
r2	Medical Terms	400	41	Two findings on the same side of the body are related by this term.	What is ipsilateral?
r2	Medical Terms	400	41	A right-arm finding paired with a left-leg finding has this opposite-side relationship.	What is contralateral?
r2	Medical Terms	400	41	A process or substance arising from within the body, rather than from an external source, is described by this adjective.	What is endogenous?
r2	Medical Terms	400	41	A substance or infectious agent originating outside the body is described by this adjective.	What is exogenous?
r2	Medical Terms	400	41	A disease with no identified cause is described by this adjective derived from Greek for one's own suffering.	What is idiopathic?
r2	Medical Terms	400	41	The prefix in bradycardia and bradypnea signals that a rate is unusually this.	What is slow?
r2	Medical Terms	400	41	The prefix shared by tachycardia and tachypnea signals that a rate is unusually this.	What is rapid?
r2	Medical Terms	400	41	The suffix shared by rhinorrhea and galactorrhea denotes this kind of flow.	What is a discharge?
r2	Medical Terms	400	41	The suffix in gastrectomy and appendectomy indicates this kind of removal.	What is surgical excision?
# Medical Terms $800
r2	Medical Terms	800	55	Quiet breathing at a normal resting rate and depth is described by this term.	What is eupnea?
r2	Medical Terms	800	55	Difficulty swallowing is this term, distinct from painful swallowing.	What is dysphagia?
