# QuizArena researched expansion batch 13
# Fields: round<TAB>category<TAB>value<TAB>difficulty<TAB>clue<TAB>response
# Research anchors: FHWA bridge-engineering publications and glossary (https://www.fhwa.dot.gov/bridge/); ASCE civil-engineering history and landmarks (https://www.asce.org/about-civil-engineering/history-and-heritage); Smarthistory architecture essays (https://smarthistory.org/).
# Research anchors: The Metropolitan Museum of Art Greek resources (https://www.metmuseum.org/learn/educators/curriculum-resources/greek-and-roman-art); Harvard Pluralism Project glossary (https://pluralism.org/glossary); NOAA Ocean Service education resources (https://oceanservice.noaa.gov/education/); Library of Congress literary research guides (https://guides.loc.gov/literary-research); Nobel Prize literature archives (https://www.nobelprize.org/prizes/literature/).
# BRIDGES & BUILDINGS - 16 clues at each Double Jeopardy value
r2	Bridges & Buildings	400	41	Large dressed blocks that visually strengthen or decorate the outside corner of a masonry building bear this name.	What are quoins?
r2	Bridges & Buildings	400	41	A rooftop pavilion or open-sided gallery positioned for a fine view takes this Italian-derived name.	What is a belvedere?
r2	Bridges & Buildings	400	41	This horizontal bar separates a door from a window directly above it, or divides sections of a window.	What is a transom?
r2	Bridges & Buildings	400	41	Brick, stone, and concrete block joined into walls all belong to this broad class of construction.	What is masonry?
r2	Bridges & Buildings	400	41	This raised protective wall along a roof, balcony, or bridge edge can keep people from falling.	What is a parapet?
r2	Bridges & Buildings	400	41	The arrangement and proportion of windows and other openings across a building exterior is called this.	What is fenestration?
r2	Bridges & Buildings	400	41	In Greek architecture, this rectangular pier terminates a projecting side wall beside a colonnade.	What is an anta?
r2	Bridges & Buildings	400	41	This workable paste hardens between bricks or stones, bonding them and filling their joints.	What is mortar?
r2	Bridges & Buildings	400	41	Sprayed pneumatically from a hose, this concrete is useful on tunnels, pools, and repaired surfaces.	What is shotcrete?
r2	Bridges & Buildings	400	41	Rain entering the roof opening of a Roman house collected in this shallow basin set into the floor below.	What is an impluvium?
r2	Bridges & Buildings	400	41	A tall tapering roof feature that often crowns a church tower is known by this term.	What is a spire?
